qkey,SATIS_W86,PERSFIN_W86,SELFNAT_W86,AFROLATINO_W86,POL1JB_W86,HISPSIT_W86,RACESURV56_W86,SKINCLR_W86,F_RACECMB,F_GENDER,F_PARTYSUM_FINAL,F_EDUCCAT3,PRIMARY_LANGUAGE_W86,immgen,discrimlv
201801029095,1,1,2,2,1,1,2,4,1,2,2,1,1,3,0
201801029259,2,3,2,2,1,3,2,3,1,2,2,1,1,3,3
201801029377,1,2,2,2,1,3,2,6,4,1,2,1,2,2,0
201801029389,1,2,2,2,1,1,2,1,1,2,2,1,2,2,0
201801029679,2,3,2,2,1,2,2,2,1,2,2,3,1,3,1
201801029773,2,3,2,2,2,2,2,3,5,2,1,1,2,2,4
201801029858,2,3,2,2,1,1,2,4,1,2,2,1,1,3,2
201801029985,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1
201801030120,1,2,4,2,1,2,2,2,5,1,2,1,2,1,5
201801030142,2,4,4,2,1,2,2,2,5,1,1,2,3,1,0
201801030467,1,3,4,2,1,2,2,3,5,2,1,1,2,1,1
201801030609,2,4,2,2,2,2,1,3,1,1,1,1,1,3,1
201801030712,1,3,2,2,1,2,2,2,1,2,2,1,1,2,0
201801030717,1,2,4,2,1,3,2,5,1,2,2,1,2,1,2
201801030770,2,2,2,2,2,2,1,3,4,2,1,1,2,3,0
201801030843,1,2,2,1,2,3,3,8,1,2,1,1,2,2,4
201801030891,1,3,2,2,1,1,1,2,5,1,2,1,2,2,4
201801030954,2,4,2,2,1,3,2,5,5,1,2,1,2,98,7
201801030986,1,2,3,2,1,1,2,4,5,2,9,3,3,1,0
201801031124,1,3,4,2,1,3,2,1,1,2,2,1,3,1,2
201801031172,2,3,2,2,1,2,2,4,1,2,1,1,1,2,1
201801031287,1,3,2,2,1,3,2,2,1,1,2,1,2,2,1
201801031418,1,3,2,2,1,3,2,3,5,2,2,2,1,2,2
201801031427,1,2,2,2,1,3,5,4,4,1,2,1,1,2,0
201801031442,2,2,2,2,1,2,2,2,5,1,2,1,1,2,2
201801031465,1,2,3,2,1,3,2,2,1,2,1,1,2,1,1
201801031591,2,1,2,2,2,3,2,4,5,1,1,1,2,2,0
201801031594,2,2,4,2,1,3,1,4,1,2,2,1,2,1,0
201801031871,1,2,3,2,1,3,2,3,4,1,2,1,2,1,8
201801031971,1,2,2,2,1,2,1,4,1,1,2,1,2,2,0
201801031979,1,2,4,2,1,1,2,4,1,1,2,1,2,1,5
201801032024,2,2,2,2,1,3,8,2,5,1,2,1,1,3,1
201801032119,2,3,,2,1,2,2,3,1,2,2,3,3,,5
201801032455,1,3,2,2,1,1,1,1,1,2,2,1,1,3,0
201801032528,2,2,2,2,2,3,2,3,1,1,1,1,1,3,0
201801032535,1,2,2,2,1,1,1,3,1,2,2,1,1,3,3
201801032543,2,2,2,2,1,3,7,3,4,2,2,1,1,3,0
201801032559,2,3,3,1,1,3,2,2,4,2,2,1,1,1,0
201801032767,2,3,2,2,1,3,2,4,5,2,2,1,1,3,0
201801032779,2,1,2,2,1,2,2,5,5,1,1,1,1,2,4
201801032936,1,2,2,2,1,3,1,2,1,1,2,1,1,3,0
201801032954,2,3,2,2,1,2,2,4,1,2,2,1,1,2,7
201801033760,2,3,2,1,2,3,3,4,2,2,1,1,1,3,3
201801035061,1,1,2,2,1,3,1,3,1,1,1,1,1,3,0
201801036271,1,2,2,2,1,1,2,3,5,1,2,1,2,2,0
201801038113,2,3,2,1,,2,7,,,2,2,3,2,3,3
201801039760,1,1,1,1,,1,2,2,1,2,2,2,2,3,8
201801040000,2,2,2,2,1,1,2,3,4,1,2,1,2,2,0
201801040152,1,2,2,2,1,2,2,5,5,1,2,1,2,2,2
201801040193,1,2,2,2,1,3,2,,1,2,2,1,2,3,
201801043987,2,2,2,2,1,3,2,5,4,2,1,1,1,3,0
201801044917,1,1,2,1,1,3,2,7,4,1,2,1,1,2,0
201801046147,2,3,1,2,2,3,1,1,1,2,1,1,2,3,0
201801046156,2,3,2,1,2,2,2,,5,3,2,1,2,3,2
201801046279,2,4,3,2,2,2,1,2,4,1,1,2,1,1,1
201801047097,2,4,2,2,2,2,4,2,4,2,1,1,1,3,0
201801047992,1,2,2,2,1,3,2,3,4,1,2,1,1,2,5
201801048872,1,2,2,2,1,3,7,3,4,2,2,2,1,3,0
201801049162,2,4,3,2,2,2,2,1,1,2,2,1,3,1,3
201801049555,2,3,2,2,1,3,2,3,1,1,2,1,1,2,2
201801049966,2,3,2,1,2,2,2,6,5,1,2,1,2,2,6
201801054534,2,4,2,2,1,2,2,3,1,2,2,1,1,3,2
201801056440,2,2,2,2,1,3,5,4,5,2,2,1,1,3,1
201801058653,1,3,2,1,1,3,7,1,4,2,2,1,2,2,3
201801059020,1,2,2,2,2,3,2,1,1,2,1,2,1,3,1
201801059362,1,3,2,2,1,3,1,1,1,2,2,1,2,2,1
201801059584,2,3,2,2,2,3,1,,4,2,2,1,1,3,4
201801060261,1,3,2,2,1,3,2,5,5,2,2,2,1,3,0
201801069434,1,3,2,2,1,2,1,4,1,2,2,1,1,3,2
201801069447,1,1,2,2,1,1,1,2,1,2,2,1,1,3,0
201801069482,2,3,2,,,3,8,4,4,2,9,1,1,2,0
201801069954,1,4,4,2,1,2,5,3,4,1,2,2,2,1,7
201801070285,2,3,2,2,1,1,1,2,1,2,2,1,2,2,0
201801071032,2,3,2,2,2,2,7,,4,2,2,1,1,2,0
201801071740,1,1,2,2,1,1,2,2,,2,2,2,1,3,7
201801071852,2,4,2,2,1,3,1,1,1,3,2,1,2,2,6
201801072282,2,2,2,2,1,3,1,1,1,2,2,1,1,3,0
201801073163,2,2,2,2,1,3,3,7,2,2,2,1,1,2,0
201801073489,1,2,3,2,1,3,2,3,1,2,1,2,2,1,7
201801073819,2,3,2,2,1,2,1,1,1,1,2,1,1,2,0
201801076501,2,2,2,2,1,1,1,3,1,2,2,1,1,2,0
201801077708,1,2,2,1,1,1,2,2,4,2,2,1,2,2,2
201801078198,1,4,1,2,1,2,2,1,1,2,9,1,2,3,2
201801078553,1,2,2,2,1,2,7,7,5,1,1,1,1,3,5
201801078773,2,3,3,2,2,1,8,3,5,2,1,2,2,1,6
201801080453,2,4,3,2,1,1,1,3,1,1,2,1,1,1,1
201801080756,,2,2,2,,3,1,2,4,2,2,1,1,3,1
201801081723,2,3,3,1,1,1,2,4,5,2,2,1,2,1,2
201801082397,2,3,2,2,1,3,1,3,1,1,2,1,2,2,0
201801082460,2,3,,2,1,2,2,,5,2,1,1,2,,0
201801083419,2,3,2,2,1,3,2,2,1,1,2,1,2,2,4
201801084160,2,3,2,2,1,2,1,1,1,1,2,1,1,3,1
201801084739,2,2,2,2,2,3,1,1,4,2,1,2,1,3,0
201801086329,2,2,1,2,1,3,2,3,1,1,2,2,2,3,5
201801090744,2,2,2,2,1,2,2,2,1,2,2,1,2,3,1
201801091936,2,2,2,2,2,3,7,3,4,2,1,1,1,3,0
201801092536,2,4,2,2,2,3,1,1,1,1,2,1,1,3,0
201801093431,1,1,2,2,1,3,1,2,1,1,2,1,1,3,1
201801093721,2,2,2,2,1,2,1,2,1,2,2,1,1,3,0
201801096902,1,1,2,2,1,2,1,3,1,2,2,1,1,3,0
201801100007,2,3,5,2,1,1,1,1,1,2,2,1,2,1,0
201801101066,2,1,2,2,2,3,7,5,5,1,1,1,1,3,0
201801101757,2,2,3,2,1,3,2,5,4,2,2,1,2,1,1
201801103705,2,2,3,2,2,3,1,,,1,1,1,1,1,0
201801107256,1,2,3,2,1,3,1,2,1,1,2,1,1,1,0
201801107942,2,2,1,2,2,3,7,1,1,2,2,1,1,3,0
201801108372,2,2,2,2,2,2,1,2,1,1,1,1,1,2,0
201801109386,2,3,3,2,1,1,2,5,4,1,2,1,3,1,2
201801109613,2,3,3,2,2,3,1,2,5,2,1,1,1,1,0
201801109734,2,4,2,2,1,3,1,3,1,2,2,1,1,3,3
201801109985,2,1,2,2,2,1,1,3,1,1,1,1,1,2,0
201801110068,2,2,3,2,1,3,2,3,1,1,2,1,1,1,2
201801110279,1,2,2,2,1,2,7,4,1,1,2,1,2,2,8
201801110573,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2
201801110663,1,2,3,1,1,3,2,3,2,2,2,1,2,1,3
201801111099,2,2,5,2,2,3,2,2,1,1,1,1,2,1,0
201801111533,1,2,3,2,1,2,2,3,1,2,2,1,2,1,0
201801111739,1,3,2,1,1,3,3,8,2,2,2,1,1,2,8
201801113265,1,3,2,2,1,2,1,2,1,1,2,1,2,2,0
201801114265,2,2,4,2,2,3,2,3,1,2,1,1,1,1,
201801114509,1,2,3,2,1,1,1,3,1,2,2,1,2,1,1
201801114726,2,3,2,2,,3,2,3,5,2,2,1,1,3,2
201801114898,1,2,2,2,2,1,2,4,5,2,1,1,1,2,1
201801115315,1,1,2,2,1,3,1,2,1,1,2,1,1,2,0
201801117373,2,2,2,2,2,2,1,4,1,1,1,1,1,2,0
201801117618,1,3,4,2,1,3,2,2,1,2,2,1,2,1,0
201801122051,1,2,2,1,1,3,2,3,1,2,2,1,1,3,4
201801123819,2,3,2,2,1,3,1,2,1,2,2,1,2,2,0
201801124456,1,2,2,2,,2,2,3,5,2,2,2,1,3,6
201801127552,2,3,2,2,2,1,2,3,1,2,1,1,1,98,
201801127790,1,2,2,2,1,3,2,4,4,2,2,1,1,3,5
201801129165,2,4,2,2,1,3,2,3,1,2,2,2,1,3,2
201801129538,2,3,2,2,2,3,2,3,1,1,1,1,1,2,
201801130472,1,2,2,2,1,2,7,3,1,2,2,1,1,3,3
201801132137,1,4,2,2,1,2,1,2,1,2,2,1,1,3,1
201801133697,1,2,,2,1,3,2,2,5,2,2,1,2,,2
201801134823,1,3,1,2,1,2,7,4,4,2,2,1,2,3,7
201801135382,1,4,2,1,1,2,3,5,5,1,2,1,2,3,4
201801137127,1,3,2,1,1,3,7,6,4,2,2,2,1,3,4
201801140678,2,4,2,2,,,7,2,1,2,9,2,1,3,0
201801142030,2,2,2,2,1,3,1,2,1,2,1,1,1,2,5
201801142379,2,4,1,2,1,3,2,4,4,2,2,1,2,3,3
201801143024,2,3,,2,1,1,2,,1,2,2,1,1,,0
201801143036,2,2,2,2,2,3,7,4,4,2,1,2,1,3,0
201801143900,1,3,2,2,1,3,1,1,1,2,2,1,1,2,0
201801144213,2,3,2,2,,3,2,3,5,2,2,2,1,2,4
201801144717,1,3,3,2,1,2,2,6,1,1,2,1,3,1,6
201801145194,1,2,2,2,1,3,1,2,1,2,2,1,1,2,0
201801148783,1,2,2,1,1,3,3,5,2,2,2,1,1,2,5
201801149273,2,2,2,2,1,2,7,3,1,2,2,1,1,2,0
201801151427,1,2,2,2,1,3,7,2,1,1,2,1,1,3,0
201801151548,1,2,4,2,1,3,2,3,5,1,2,2,3,1,4
201801153031,1,2,2,2,1,3,6,5,1,2,2,1,1,3,1
201801153632,2,2,2,2,2,2,2,4,1,1,1,2,1,2,1
201801154810,1,2,2,2,1,3,2,4,1,2,2,1,2,2,6
201801155340,2,3,2,2,2,1,2,2,1,2,1,1,2,3,1
201801155374,2,3,2,2,2,2,1,2,1,2,1,1,1,3,3
201801156397,2,3,3,2,2,2,2,4,5,1,2,1,2,1,1
201801157488,2,2,2,2,1,1,2,4,5,2,1,1,2,2,7
201801158020,2,2,2,2,2,1,1,2,1,1,1,1,1,3,0
201801158236,1,2,2,2,1,3,2,3,1,2,2,1,1,3,0
201801159294,1,3,2,2,1,3,2,3,1,2,2,1,2,3,3
201801160143,2,4,5,2,1,2,2,2,1,2,2,1,3,1,3
201801161740,2,2,2,2,1,2,1,2,1,1,2,2,1,3,0
201801161750,2,3,2,2,2,2,7,4,4,2,1,1,1,3,0
201801161982,2,3,2,2,2,2,2,3,1,2,1,1,1,3,0
201801162669,1,2,2,2,1,3,1,2,1,2,2,1,1,3,0
201801163471,1,2,2,2,1,3,1,4,1,1,2,1,1,3,0
201801163504,2,4,2,2,2,1,7,2,1,2,1,1,1,3,1
201801163944,2,3,2,2,2,2,2,5,5,1,1,1,2,2,0
201801164185,2,2,2,2,2,3,2,3,5,1,2,1,1,3,0
201801164410,2,2,2,2,2,3,1,1,1,2,1,1,1,3,0
201801164477,2,3,2,2,,2,2,2,5,2,2,1,2,3,0
201801164594,1,3,3,2,1,3,2,2,5,2,1,2,1,1,0
201801164606,1,3,2,2,1,2,2,,1,2,2,1,1,2,0
201801165439,2,1,2,2,1,3,4,4,5,1,9,2,1,3,0
201801165488,1,3,2,2,1,3,7,3,1,2,2,1,1,3,0
201801165867,2,3,2,2,2,2,2,7,5,1,1,1,2,3,1
201801166316,1,2,2,2,1,2,2,4,1,2,2,1,1,3,7
201801166359,1,4,2,2,1,3,2,5,5,2,1,1,1,3,8
201801166591,2,2,2,2,2,2,7,,,2,1,1,2,98,2
201801167315,1,2,2,2,1,2,1,2,1,2,2,1,1,3,0
201801167446,2,3,2,2,2,3,1,1,4,2,1,1,1,2,0
201801167987,1,2,2,2,1,2,2,1,5,2,2,2,2,98,2
201801168652,1,4,2,2,1,1,2,3,5,1,2,1,1,2,4
201801168777,1,2,2,2,1,2,2,3,5,2,2,1,2,2,5
201801170128,2,2,2,2,1,1,1,2,1,2,2,1,1,3,1
201801170299,2,3,2,2,1,2,2,4,4,2,2,1,1,3,1
201801171133,2,2,2,2,2,3,1,2,1,1,1,1,1,3,0
201801171210,1,3,4,2,1,2,1,1,1,2,2,1,2,1,0
201801171488,1,1,2,2,1,3,2,6,1,2,2,1,1,3,0
201801171634,2,1,3,2,2,2,1,2,1,1,1,1,1,1,0
201801172718,1,4,2,2,1,3,2,2,1,1,2,3,1,2,2
201801172931,1,3,2,2,1,3,2,4,,,9,1,2,2,2
201801173027,2,2,3,2,1,3,8,2,1,2,2,1,2,1,0
201801173624,1,4,4,2,1,3,1,1,1,1,2,1,1,1,0
201801173922,1,3,4,2,1,3,7,1,1,2,2,1,2,1,1
201801173936,2,3,2,2,1,3,1,3,4,1,2,1,1,3,0
201801173997,1,2,2,2,1,3,1,2,1,1,2,1,1,3,0
201801174460,1,3,3,2,,3,2,,5,1,1,3,3,1,2
201801174617,1,2,4,1,1,2,2,6,5,2,2,1,2,1,7
201801175615,1,2,2,2,1,3,2,4,1,2,2,1,2,2,1
201801175775,2,4,4,2,2,2,2,3,1,2,2,1,1,1,7
201801176440,2,3,2,2,2,3,1,2,1,2,2,1,1,3,4
201801176627,2,3,2,2,1,2,2,5,5,1,2,1,2,2,6
201801176916,2,3,2,2,2,1,1,2,1,1,2,1,2,2,0
201801176967,1,2,2,2,1,1,2,2,4,2,2,1,1,3,3
201801177068,1,3,3,2,1,2,2,2,5,2,9,3,3,1,2
201801177107,1,3,2,2,1,1,4,5,1,2,2,1,1,2,0
201801177183,2,3,1,2,1,3,2,2,1,2,9,1,2,3,0
201801177382,2,2,2,2,2,,,,,2,9,1,1,3,
201801177632,2,2,2,2,2,2,7,3,4,2,2,1,1,2,1
201801177849,1,2,2,2,1,3,8,2,1,2,2,1,1,3,0
201801177864,2,2,5,2,2,2,1,2,1,1,1,2,2,1,0
201801179214,1,2,2,2,1,2,1,3,1,1,2,1,1,3,1
201801179914,1,4,3,2,1,1,2,2,4,2,2,1,2,1,7
201801181251,2,3,3,2,1,1,1,3,1,1,2,1,1,1,3
201801181335,1,1,3,2,1,1,1,2,1,2,2,1,2,1,0
201801181591,2,2,2,2,1,1,7,4,,2,2,1,1,2,0
201801181884,,4,2,2,,,2,3,5,1,9,1,1,2,7
201801182135,1,1,3,2,2,2,2,6,4,1,1,1,2,1,0
201801182237,2,4,2,2,1,3,1,2,4,1,1,1,1,2,8
201801182271,2,4,2,2,2,3,2,3,5,2,2,1,2,2,1
201801182334,1,2,2,2,1,3,8,4,1,2,2,1,1,2,2
201801182372,1,3,2,2,1,2,2,3,1,2,1,2,1,3,0
201801182501,2,3,4,2,1,2,2,4,5,1,1,1,2,1,5
201801182616,2,2,2,2,1,3,2,3,,1,2,1,1,2,1
201801183049,1,1,2,2,1,1,2,3,1,1,1,1,1,3,1
201801183772,2,2,2,2,2,3,2,5,1,1,1,1,1,3,2
201801184346,1,3,2,2,1,2,1,2,1,2,2,2,1,3,7
201801184553,1,4,2,2,1,2,1,1,1,1,2,1,1,2,0
201801185073,1,2,2,2,1,3,1,4,1,1,2,1,1,3,0
201801185321,2,3,2,2,1,2,1,2,5,2,2,1,1,3,0
201801186364,2,2,2,2,1,2,1,2,1,2,2,1,1,3,0
201801186509,2,1,2,2,1,3,1,2,1,1,2,1,1,2,0
201801187893,2,2,2,2,1,3,1,1,1,2,2,1,2,3,4
201801188193,2,2,2,2,2,2,2,7,1,1,1,1,2,3,0
201801188311,1,2,2,2,1,3,1,1,1,2,2,1,1,2,1
201901000318,2,,2,2,2,3,2,,1,2,9,1,2,3,0
201901000535,2,2,2,2,1,1,2,3,4,1,2,1,2,2,0
201901000626,2,2,3,2,2,3,1,2,5,1,1,1,2,1,2
201901000689,1,2,2,2,1,3,1,1,4,2,2,1,1,3,0
201901000788,2,3,3,2,1,2,2,1,1,1,2,1,3,1,3
201901000797,1,4,3,1,1,3,2,3,5,1,2,1,1,1,1
201901000968,1,2,3,1,1,1,2,5,4,2,2,1,2,1,8
201901001408,1,4,3,2,1,1,2,1,5,1,1,1,3,1,0
201901001550,1,2,2,2,2,3,1,1,1,2,2,1,1,2,0
201901001692,1,3,2,2,1,3,2,3,1,2,2,1,1,3,0
201901001788,2,1,1,2,1,2,2,5,4,1,2,1,1,3,6
201901001856,1,2,2,2,1,3,1,4,1,2,1,1,1,3,0
201901002249,1,3,3,2,1,2,2,1,1,2,2,1,2,1,0
201901002436,2,2,2,2,2,2,1,1,1,1,1,1,2,2,0
201901002620,1,3,4,1,1,1,2,2,1,2,2,2,2,1,
201901002749,2,2,4,2,1,3,8,6,5,2,2,1,3,1,3
201901002809,1,2,2,2,1,3,1,2,5,1,2,1,2,3,5
201901002810,2,4,2,2,2,2,1,2,4,2,1,1,1,3,0
201901002864,2,,2,2,1,2,2,3,,2,2,3,2,3,0
201901002909,2,3,4,1,1,1,4,5,5,2,2,1,3,1,4
201901002954,1,2,2,2,1,1,2,2,1,2,2,1,1,2,1
201901003060,2,4,2,2,1,2,2,4,5,2,2,3,1,3,0
201901003145,2,2,2,2,2,1,1,1,1,1,1,1,1,2,0
201901003146,2,3,1,1,,3,2,1,5,2,1,1,2,3,0
201901003681,1,3,2,2,1,1,1,2,1,2,2,1,2,3,0
201901003793,1,2,2,2,1,3,2,3,1,1,2,1,1,3,1
201901003802,1,2,2,2,1,1,7,4,4,1,2,1,1,3,1
201901004087,1,2,5,2,1,1,2,1,1,2,1,1,3,1,0
201901004162,1,1,1,2,1,1,2,4,1,2,2,1,2,3,6
201901004246,1,3,3,2,1,3,1,2,1,1,2,2,2,1,7
201901004351,2,4,3,2,2,3,2,2,1,2,1,1,2,1,1
201901004368,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1
201901004402,1,2,3,2,1,3,2,1,1,2,1,1,3,1,0
201901004452,1,4,3,2,1,3,2,,5,1,2,2,1,1,0
201901004475,2,3,1,2,2,2,2,4,5,2,1,1,2,3,1
201901004508,1,3,2,2,1,2,7,1,1,2,2,1,2,2,2
201901004575,1,2,3,2,1,3,2,4,1,2,2,1,2,1,1
201901004585,2,3,2,2,1,3,2,1,,1,2,2,2,2,0
201901004591,1,3,3,2,1,1,2,2,1,1,2,1,2,1,0
201901004644,2,4,3,1,1,3,2,1,5,2,2,2,3,1,6
201901004664,2,2,5,1,1,2,3,10,2,1,1,3,3,1,1
201901004757,1,3,4,2,1,3,2,3,1,2,2,2,2,1,0
201901004823,2,2,3,1,1,3,2,1,5,1,1,1,3,1,4
201901004944,1,2,3,2,1,3,2,7,1,1,2,1,2,1,0
201901004977,2,4,2,2,1,1,2,6,5,1,2,1,2,2,3
201901005058,1,1,2,2,1,3,2,3,5,1,2,1,2,2,4
201901005134,1,3,3,2,1,2,1,1,1,2,2,1,2,1,3
201901005137,2,,,2,2,,1,,,1,1,1,2,,
201901005221,2,4,4,2,1,3,2,1,5,2,2,2,3,1,7
201901005237,2,3,3,2,1,1,2,3,5,1,2,1,2,1,0
201901005279,2,4,2,2,1,3,2,2,,2,2,1,1,2,7
201901005340,1,3,2,2,1,2,2,1,1,1,9,1,2,2,2
201901005405,2,3,2,2,2,3,2,2,1,1,2,1,1,3,0
201901005436,1,4,2,2,1,1,2,4,1,1,2,1,1,2,7
201901005549,2,3,3,2,2,1,,4,5,2,9,1,3,1,
201901005704,2,3,3,2,1,1,2,2,5,2,2,2,2,1,1
201901005804,1,2,3,2,2,3,2,2,1,2,1,1,3,1,1
201901005849,1,2,1,1,1,3,2,8,4,2,2,1,2,3,2
201901006312,2,2,2,2,1,1,2,2,1,2,2,1,1,2,0
201901006328,2,2,2,2,2,1,2,1,5,2,1,2,2,3,0
201901006401,1,2,3,2,1,1,2,2,1,2,2,1,2,1,0
201901006481,1,2,5,2,1,3,2,2,1,1,2,3,3,1,0
201901006579,2,4,2,2,1,2,2,5,1,2,2,1,2,2,8
201901006736,2,3,2,2,1,2,1,2,1,2,2,1,1,2,3
201901006918,1,3,5,2,1,3,2,1,1,2,2,3,3,1,0
201901007166,2,2,2,2,2,3,1,2,1,2,1,1,1,3,2
201901007254,1,3,3,2,1,3,2,2,5,1,1,1,1,1,0
201901007262,2,3,3,1,1,2,2,6,5,1,2,2,2,1,0
201901007299,1,3,3,1,1,1,2,4,1,1,2,1,2,1,6
201901007349,2,3,2,2,2,3,2,3,1,1,2,1,2,2,2
201901007381,1,3,3,2,1,1,2,3,1,2,1,3,3,1,0
201901007408,1,2,3,2,1,1,2,3,1,1,2,1,2,1,1
201901007546,1,2,3,2,1,3,1,1,1,1,2,1,2,1,0
201901007563,1,3,,2,1,2,2,4,,1,2,2,3,,4
201901007677,2,2,3,2,2,3,2,2,5,1,9,1,2,1,0
201901007704,1,2,2,2,1,3,2,4,4,1,2,1,2,3,0
201901007835,1,3,3,2,1,1,2,2,1,1,2,1,2,1,4
201901007843,1,2,5,2,1,1,2,2,1,1,2,1,3,1,0
201901007870,1,4,,2,1,2,2,2,1,2,9,2,3,,0
201901007916,2,1,2,2,1,1,2,5,4,1,2,1,2,2,1
201901007974,1,2,3,2,1,3,2,2,1,2,2,1,3,1,0
201901008037,1,3,2,1,1,3,2,,,1,1,2,1,3,8
201901008275,1,4,2,2,1,3,2,5,5,2,1,1,2,2,8
201901008671,1,3,3,1,2,2,2,7,2,2,1,1,2,1,1
201901008949,1,2,2,2,1,1,1,1,1,1,2,1,1,2,0
201901009101,1,2,3,2,1,3,2,3,1,2,2,1,2,1,1
201901009121,2,3,2,2,1,3,2,3,1,2,2,2,2,2,7
201901009292,2,4,3,1,2,3,1,3,1,2,1,1,2,1,0
201901009303,2,2,5,2,2,2,2,1,1,2,1,1,2,1,0
201901009312,1,1,2,2,1,3,2,4,,2,2,1,2,2,8
201901009414,1,1,2,2,1,2,2,1,1,2,1,1,1,3,1
201901009634,1,3,3,2,1,2,7,2,1,2,2,1,2,1,3
201901009747,1,3,3,2,1,3,2,4,1,1,2,1,2,1,0
201901009792,1,2,3,1,1,1,2,2,5,1,1,2,3,1,0
201901009874,2,3,2,2,1,1,2,4,1,2,2,1,2,2,4
201901009904,1,3,4,2,1,3,2,3,1,2,2,2,3,1,1
201901009922,1,3,,2,1,3,8,4,1,1,2,1,2,,7
201901009937,1,2,,2,1,2,1,2,1,1,2,1,3,,2
201901009959,2,2,2,2,,3,2,4,5,2,9,1,2,2,1
201901010103,1,3,3,2,1,1,2,,5,,2,1,2,1,1
201901010182,1,3,2,2,1,3,2,3,1,2,1,3,1,2,1
201901010326,2,3,3,2,1,1,2,1,1,2,9,1,3,1,1
201901010416,1,3,4,2,1,1,2,3,1,1,2,1,2,1,6
201901010521,2,3,5,2,2,2,2,1,1,1,1,1,3,1,0
201901010602,1,3,,2,1,1,2,,1,2,2,2,3,,0
201901010644,1,2,2,2,1,1,2,2,1,2,2,1,2,2,0
201901010736,1,2,3,2,1,1,2,4,5,,1,3,2,1,2
201901010939,2,2,3,2,1,1,2,4,1,2,2,2,2,1,3
201901010945,1,2,5,2,1,3,1,2,1,2,2,1,2,1,0
201901011035,2,2,5,2,1,2,1,1,1,2,2,1,2,1,0
201901011041,2,4,4,2,1,3,2,3,5,1,2,1,3,1,3
201901011086,1,3,,2,1,3,2,3,5,2,2,2,3,,1
201901011127,1,2,3,2,1,1,2,4,5,1,2,1,3,1,6
201901011146,1,2,2,2,1,3,2,3,5,2,2,1,1,2,3
201901011176,2,4,2,2,2,2,2,3,1,1,1,1,2,2,0
201901011459,1,3,3,2,1,1,2,2,5,2,1,2,3,1,0
201901011750,2,2,3,2,2,3,2,1,1,2,1,2,3,1,0
201901011762,2,3,,2,,2,2,3,1,2,9,1,3,,1
201901011823,1,2,3,2,1,3,2,4,1,1,2,1,2,1,3
201901011908,2,3,2,1,1,1,2,3,1,1,2,2,2,3,4
201901011927,1,4,3,2,1,2,2,3,1,1,2,1,2,1,6
201901011956,1,2,2,2,2,1,2,6,4,2,2,1,2,2,8
201901011993,1,2,3,2,2,1,2,3,1,2,2,1,3,1,1
201901012094,1,1,3,2,1,3,1,2,1,2,2,1,2,1,0
201901012113,1,3,3,2,1,3,8,1,1,1,2,2,3,1,1
201901012124,1,2,4,2,2,1,2,3,4,1,1,1,2,1,1
201901012154,2,4,2,2,1,3,2,,1,2,1,1,1,3,2
201901012186,2,2,5,1,2,3,2,,2,2,1,1,2,1,0
201901012232,1,3,4,2,1,1,2,4,5,2,2,2,3,1,2
201901012252,1,2,5,2,1,3,1,2,1,2,2,3,3,1,0
201901012255,1,1,3,2,1,2,1,3,1,2,2,1,1,1,0
201901012337,2,3,3,2,1,1,2,3,1,2,2,2,3,1,0
201901012658,2,4,2,2,1,2,1,1,1,2,2,2,1,98,0
201901012770,1,3,3,2,1,2,2,3,1,2,1,1,3,1,5
201901012789,1,3,2,2,1,1,2,4,1,1,2,1,2,2,1
201901012811,2,2,2,2,2,2,1,2,1,2,2,1,1,2,3
201901012839,2,4,,1,1,3,2,4,5,1,2,3,2,,3
201901013176,1,3,3,1,1,1,7,2,1,2,2,2,3,1,5
201901013190,1,3,4,2,1,1,2,3,1,2,2,1,3,1,1
201901013312,2,3,3,2,1,2,2,2,1,2,2,2,3,1,0
201901013372,2,3,3,2,2,1,2,3,1,1,1,1,2,1,0
201901013470,2,2,5,2,1,1,2,4,1,2,1,1,2,1,0
201901013515,2,3,3,2,2,1,2,2,5,1,1,2,3,1,0
201901013530,2,3,2,2,2,3,2,3,4,2,1,1,2,2,0
201901013585,2,2,3,2,2,3,2,3,1,2,1,1,2,1,6
201901013661,1,3,3,2,1,3,2,3,1,2,2,1,3,1,4
201901013784,1,2,2,2,1,1,2,2,5,2,2,1,1,2,0
201901013917,1,1,2,2,1,1,2,3,5,2,2,1,2,2,0
201901013991,2,3,2,2,2,2,2,3,5,2,2,1,1,3,4
201901014031,1,4,,2,2,3,2,,1,2,1,3,3,,0
201901014084,1,1,3,2,1,1,2,2,1,2,2,1,2,1,0
201901014106,2,2,2,2,1,3,2,5,1,2,2,1,1,2,0
201901014191,1,3,1,2,1,2,2,4,1,1,2,1,2,3,7
201901014281,2,3,5,2,1,3,2,2,1,2,1,3,3,1,0
201901014284,1,2,3,2,1,1,2,5,4,1,2,1,2,1,1
201901014453,2,4,2,1,1,3,1,1,1,1,2,1,2,3,6
201901014470,1,3,3,2,1,1,2,2,1,2,2,1,3,1,0
201901014542,1,3,3,2,1,3,2,2,1,1,1,3,2,1,0
201901014589,2,2,3,2,2,3,2,4,1,1,1,1,2,1,0
201901014703,2,3,3,2,2,1,2,4,1,1,1,1,2,1,3
